id,date,price,coin,version,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,price_diff,pct_change_1,pct_change_7,day_of_week,day_of_month,month,is_weekend,exp_moving_avg_10,volatility_10,target
85,2024-09-23,144.84,solana,1,149.67,146.48,142.69,131.62,129.92,146.99666666666667,2.4561012465565186,140.04714285714286,7.646331831419721,149.67,131.52,-4.829999999999984,-0.03227099619162144,0.10044066251329586,0,23,9,0,140.4706075070321,6.797798663293229,144.89
86,2024-09-24,144.89,solana,1,144.84,149.67,146.48,131.52,134.88,146.46666666666667,2.77428068755428,141.95714285714286,6.782363684059564,149.67,131.52,0.04999999999998295,0.00034520850593744434,0.10165754257907533,1,24,9,0,141.27413341484444,7.065776359011087,152.89
87,2024-09-25,152.89,solana,1,144.89,144.84,149.67,131.52,135.54,147.54,4.633303357217509,145.01,6.07394160876288,152.89,133.61,8.0,0.05521430050383058,0.16248479318734765,2,25,9,0,143.3861091576,8.176084433680392,148.11
88,2024-09-26,148.11,solana,1,152.89,144.89,144.84,133.61,132.6,148.63,4.025270177267957,147.08142857142857,3.4392558718967656,152.89,142.69,-4.779999999999973,-0.03126430767218247,0.10852481101713951,3,26,9,0,144.24499840167272,7.7309001919428315,155.47
89,2024-09-27,155.47,solana,1,148.11,152.89,144.89,142.69,136.21,152.15666666666667,3.734398657526434,148.90714285714284,4.056306671039576,155.47,144.84,7.359999999999985,0.04969279589494291,0.08956479080524216,4,27,9,0,146.28590778318676,7.6183828117698456,157.8
90,2024-09-28,157.8,solana,1,155.47,148.11,152.89,146.48,138.97,153.79333333333332,5.057907999690665,150.52428571428572,5.0597689576461,157.8,144.84,2.3300000000000125,0.01498681417636849,0.07728017476788662,5,28,9,1,148.37937909533463,6.948461460400408,156.96
91,2024-09-29,156.96,solana,1,157.8,155.47,148.11,149.67,137.18,156.74333333333334,1.18001412420953,151.56571428571428,5.578293816639607,157.8,144.84,-0.8400000000000034,-0.005323193916349833,0.048707155742633956,6,29,9,1,149.93949198709197,5.475153980584814,158.62
92,2024-09-30,158.62,solana,1,156.96,157.8,155.47,144.84,131.62,157.79333333333335,0.8300200800785693,153.53428571428572,5.22980196292627,158.62,144.89,1.6599999999999966,0.010575942915392433,0.09513946423639874,0,30,9,0,151.51776617125705,5.4357337233453045,152.54
93,2024-10-01,152.54,solana,1,158.62,156.96,157.8,144.89,131.52,156.04,3.142674020639235,154.62714285714287,3.6970606084911095,158.62,148.11,-6.0800000000000125,-0.03833060143739764,0.05279867485678791,1,1,10,0,151.70362686739213,5.134295256194362,145.21
94,2024-10-02,145.21,solana,1,152.54,158.62,156.96,152.89,131.52,152.12333333333333,6.714702773268134,153.53,5.1518346246748745,158.62,145.21,-7.329999999999984,-0.048052969712862104,-0.05023219307999205,2,2,10,0,150.52296743695717,5.5530933321490075,140.45
95,2024-10-03,140.45,solana,1,145.21,152.54,158.62,148.11,133.61,146.06666666666666,6.090355764102442,152.43571428571428,6.983029087587536,158.62,140.45,-4.760000000000019,-0.03278011156256466,-0.05171831746674782,3,3,10,0,148.69151881205588,6.283992361548695,136.65
96,2024-10-04,136.65,solana,1,140.45,145.21,152.54,155.47,142.69,140.77,4.2889625785268315,149.74714285714285,8.962506558408796,158.62,136.65,-3.799999999999983,-0.02705589177643275,-0.12105229304689002,4,4,10,0,146.50215175531844,7.616085316982608,143.16
97,2024-10-05,143.16,solana,1,136.65,140.45,145.21,157.8,146.48,140.08666666666667,3.2701732879676184,147.6557142857143,8.464460717499426,158.62,136.65,6.509999999999991,0.04763995609220628,-0.09277566539923965,5,5,10,1,145.89448779980597,7.889199438332164,142.74
98,2024-10-06,142.74,solana,1,143.16,136.65,140.45,156.96,149.67,140.85000000000002,3.6433638303089517,145.62428571428572,7.51210324996201,158.62,136.65,-0.4199999999999875,-0.002933780385582452,-0.0905963302752294,6,6,10,1,145.3209445634776,8.171799747369851,146.35
99,2024-10-07,146.35,solana,1,142.74,143.16,136.65,158.62,144.84,144.08333333333334,1.974191817766551,143.87142857142857,4.978632437966733,152.54,136.65,3.609999999999985,0.02529073840549234,-0.07735468415080071,0,7,10,0,145.50804555193622,7.8677920099043135,144.21
100,2024-10-08,144.21,solana,1,146.35,142.74,143.16,152.54,144.89,144.43333333333337,1.815332843678082,142.68142857142857,3.2603293727843963,146.35,136.65,-2.1399999999999864,-0.01462248035531255,-0.05460862724531257,1,8,10,0,145.272037269766,7.135819582298477,143.43
101,2024-10-09,143.43,solana,1,144.21,146.35,142.74,145.21,152.89,144.66333333333336,1.5118641914326532,142.42714285714285,3.095495190786674,146.35,136.65,-0.7800000000000011,-0.005408778864156472,-0.012258108945664925,2,9,10,0,144.9371214025358,6.192296648076655,139.33
102,2024-10-10,139.33,solana,1,143.43,144.21,146.35,140.45,148.11,142.32333333333335,2.621475411545305,142.26714285714286,3.2402814398623874,146.35,136.65,-4.099999999999994,-0.028585372655650754,-0.007974368102527385,3,10,10,0,143.91764478389294,4.314031499396099,138.76
